Iteration,Min,Max,Average,Std. Dev.
0,0.215,23.524,6.084,5.103618277713391
1,0.215,23.524,6.084,5.103618277713391
2,0.21,23.051,5.949,4.971770216445411
3,0.209,21.651,5.7,4.721821451721738
4,0.179,21.632,5.468,4.6236598073161925
5,0.127,20.358,5.143,4.339183673885149
6,0.123,19.44,4.787,4.032085467358016
7,0.101,19.145,4.372,3.8613611774339796
8,0.045,18.715,3.996,3.797900252503762
9,-0.026,17.699,3.644,3.6611932129243083
10,-0.068,16.987,3.218,3.397534532251705
11,-0.12,16.59,2.755,3.2094400273008663
12,-0.12,16.004,2.287,2.955451487871087
13,-0.122,15.401,1.818,2.627954128912902
14,-0.124,14.489,1.436,2.3857449696738198
15,-0.124,12.596,1.122,2.1159039535780124
16,-0.112,10.623,0.883,1.802105557540637
17,-0.113,7.87,0.644,1.4430816157542012
18,-0.116,7.035,0.454,1.229184533401718
19,-0.104,6.875,0.364,1.183048354143655
20,-0.114,6.406,0.313,1.1335836409790747
21,-0.115,6.238,0.266,1.1021388385363347
22,-0.095,4.678,0.201,0.872927346693907
23,-0.118,4.81,0.111,0.7101994370594987
24,-0.115,4.621,0.087,0.6708607408380848
25,-0.121,3.796,0.067,0.5564974678963279
26,-0.116,1.84,0.014,0.3000686494312407
27,-0.116,1.163,-0.005,0.22460518343035016
28,-0.116,1.104,-0.017,0.1974195712742954
29,-0.12,0.992,-0.032,0.15718137204660151
30,-0.114,0.233,-0.061,0.05059857536351287
31,-0.117,1.605,-0.042,0.2405670723084545
32,-0.115,3.465,-0.003,0.5022893365845316
33,-0.12,3.561,-0.012,0.5162561458237268
34,-0.122,2.905,-0.01,0.42650350529158443
35,-0.118,2.148,-0.027,0.32591259954035434
36,-0.122,0.977,-0.063,0.1523161155457094
37,-0.121,0.615,-0.069,0.10494375226062894
38,-0.12,0.153,-0.072,0.059655039515623676
39,-0.122,0.129,-0.084,0.04668452121430546
40,-0.121,0.002,-0.091,0.031517047450707054
41,-0.124,0.094,-0.095,0.036005682574165594
42,-0.123,0.094,-0.098,0.03649006971455529
43,-0.123,-0.048,-0.103,0.017807594151848075
44,-0.123,0.062,-0.095,0.03953952294178308
45,-0.123,0.006,-0.1,0.030520123912071945
46,-0.124,-0.012,-0.106,0.02330161400247966
47,-0.124,0.063,-0.091,0.0429361840666475
48,-0.124,0.063,-0.094,0.03924655446583337
49,-0.124,0.075,-0.095,0.04398214785563369
50,-0.124,0.072,-0.098,0.0373606449020085
51,-0.124,0.027,-0.106,0.028122300439695526
52,-0.124,0.016,-0.105,0.030440040984821483
53,-0.124,0.143,-0.101,0.04891260742327952
54,-0.124,0.131,-0.097,0.04393483235242923
55,-0.124,0.201,-0.095,0.05285332630821269
56,-0.124,0.071,-0.094,0.048260720408370615
57,-0.124,0.087,-0.092,0.04735165507585959
58,-0.124,-0.025,-0.103,0.025758068621722034
59,-0.124,0.145,-0.099,0.04622030963573225
60,-0.124,0.131,-0.087,0.05313341581164172
61,-0.124,-0.003,-0.102,0.029678042343327174
62,-0.124,0.178,-0.086,0.06627999268104422
63,-0.124,0.157,-0.088,0.0626174877242422
64,-0.124,0.147,-0.091,0.053162610114558806
65,-0.123,0.141,-0.077,0.060943163188117655
66,-0.124,0.074,-0.096,0.04725989610595828
67,-0.124,0.227,-0.074,0.07184751670005014
68,-0.124,0.21,-0.096,0.05565209158782633
69,-0.124,0.208,-0.095,0.05584786641384745
70,-0.124,0.144,-0.087,0.057462710891511774
71,-0.124,0.019,-0.096,0.03621380446888912
72,-0.124,0.116,-0.081,0.054234202849439576
73,-0.123,0.042,-0.086,0.047544546333371636
74,-0.124,0.098,-0.095,0.04494217334258915
75,-0.124,0.439,-0.087,0.0868200883931954
76,-0.124,0.486,-0.081,0.0986550947773702
77,-0.124,0.307,-0.075,0.08366315129799175
78,-0.124,0.314,-0.086,0.08024011797709334
79,-0.123,0.059,-0.075,0.05158153908801103
80,-0.124,0.03,-0.081,0.04693139167681302
81,-0.12,0.149,-0.072,0.06347193637845101
82,-0.122,0.312,-0.064,0.08529465400165595
83,-0.123,0.407,-0.078,0.08843377845631878
84,-0.123,0.21,-0.08,0.06701801067347404
85,-0.124,0.261,-0.083,0.07004120673058543
86,-0.124,0.231,-0.086,0.0654279044169977
87,-0.124,0.242,-0.076,0.08111634742981734
88,-0.123,0.194,-0.076,0.07735420398769594
89,-0.124,0.259,-0.089,0.06209787854434898
90,-0.124,0.535,-0.082,0.10199385819451136
91,-0.124,0.529,-0.063,0.11463624425979585
92,-0.124,0.173,-0.076,0.07071620863025421
93,-0.124,0.145,-0.088,0.06276741013687602
94,-0.124,0.281,-0.074,0.08701972764511337
95,-0.124,0.14,-0.081,0.0661790319318642
96,-0.124,0.085,-0.082,0.05569038674440127
97,-0.124,0.242,-0.09,0.06015366425904867
98,-0.124,0.221,-0.072,0.08043536148408002
99,-0.124,0.242,-0.078,0.0774828107613853
